iter	Passed	Remaining
549	45906	371423
550	45990	371343
551	46066	371203
552	46167	371258
553	46256	371219
554	46357	371279
555	46432	371127
556	46506	370969
557	46587	370865
558	46675	370815
559	46753	370690
560	46836	370598
561	46935	370637
562	47018	370556
563	47102	370475
564	47177	370325
565	47270	370315
566	47343	370148
567	47446	370220
568	47520	370060
569	47600	369951
570	47685	369873
571	47770	369807
572	47854	369724
573	47950	369734
574	48047	369756
575	48140	369748
576	48161	369181
577	48236	369037
578	48309	368870
579	48401	368851
580	48501	368898
581	48574	368734
582	48660	368664
583	48748	368620
584	48835	368565
585	48927	368543
586	49010	368452
587	49106	368465
588	49202	368473
589	49283	368373
590	49359	368233
591	49452	368217
592	49551	368253
593	49652	368299
594	49739	368238
595	49819	368131
596	49888	367937
597	49962	367786
598	50057	367783
599	50143	367716
600	50216	367557
601	50310	367554
602	50398	367498
603	50487	367458
604	50570	367367
605	50651	367268
606	50738	367203
607	50821	367119
608	50893	366952
609	50966	366790
610	51049	366702
611	51160	366816
612	51250	366778
613	51335	366703
614	51437	366755
615	51528	366721
616	51601	366560
617	51690	366518
618	51782	366495
619	51854	366326
620	51938	366244
621	52022	366162
622	52091	365977
623	52189	365997
624	52278	365950
625	52360	365854
626	52455	365849
627	52474	365313
628	52552	365193
629	52641	365149
630	52729	365096
631	52815	365031
632	52902	364970
633	52984	364874
634	53065	364773
635	53166	364809
636	53265	364830
637	53336	364659
638	53420	364577
639	53506	364515
640	53635	364738
641	53740	364802
642	53884	365126
643	54035	365493
644	54179	365819
645	54301	365988
646	54447	366321
647	54612	366777
648	54755	367089
649	54920	367544
650	55071	367905
651	55205	368147
652	55334	368358
653	55459	368542
654	55548	368484
655	55643	368465
656	55711	368270
657	55785	368115
658	55867	368012
659	55941	367860
660	56015	367702
661	56097	367598
662	56183	367521
663	56281	367525
664	56382	367543
665	56447	367332
666	56533	367258
667	56609	367114
668	56675	366908
669	56780	366952
670	56859	366832
671	56933	366679
672	57006	366521
673	57096	366469
674	57184	366404
675	57261	366271
676	57336	366125
677	57443	366181
678	57541	366179
679	57631	366131
680	57707	365986
681	57794	365920
682	57892	365916
683	57979	365847
684	58049	365672
685	58141	365629
686	58235	365602
687	58321	365527
688	58415	365496
689	58509	365470
690	58598	365415
691	58690	365372
692	58777	365301
693	58857	365187
694	58931	365033
695	59018	364962
696	59093	364822
697	59176	364723
698	59265	364663
699	59336	364495
700	59432	364477
701	59560	364658
702	59636	364518
703	59726	364464
704	59831	364503
705	59924	364467
706	59995	364302
707	60080	364215
708	60163	364120
709	60229	363922
710	60305	363782
711	60382	363650
712	60454	363487
713	60555	363501
714	60652	363490
715	60726	363342
716	60819	363307
717	60888	363125
718	60962	362975
719	61033	362813
720	61113	362697
721	61201	362632
722	61291	362574
723	61362	362409
724	61457	362386
725	61525	362206
726	61620	362180
727	61695	362039
728	61770	361893
729	61841	361730
730	61916	361587
731	61995	361470
732	62083	361406
733	62160	361274
734	62235	361137
735	62328	361098
736	62409	360995
737	62473	360790
738	62556	360691
739	62657	360702
740	62751	360672
741	62850	360669
742	62942	360624
743	63031	360569
744	63133	360579
745	63225	360540
746	63303	360417
747	63386	360319
748	63464	360197
749	63544	360084
750	63644	360084
751	63735	360040
752	63824	359979
753	63916	359931
754	64006	359877
755	64079	359726
756	64156	359596
757	64235	359484
758	64324	359422
759	64406	359319
760	64483	359192
761	64558	359055
762	64633	358914
763	64720	358842
764	64830	358899
765	64919	358837
766	64996	358711
767	65088	358665
768	65164	358529
769	65243	358413
770	65337	358384
771	65420	358285
772	65584	358638
773	65717	358815
774	65854	359012
775	66010	359315
776	66162	359591
777	66270	359630
778	66427	359934
779	66578	360208
780	66753	360605
781	66910	360903
782	67031	361011
783	67180	361268
784	67337	361564
785	67412	361418
786	67498	361337
787	67579	361224
788	67652	361067
789	67755	361078
790	67844	361009
791	67920	360872
792	68013	360824
793	68076	360616
794	68165	360550
795	68229	360349
796	68301	360191
797	68402	360182
798	68482	360071
799	68575	360021
800	68657	359917
801	68752	359881
802	68842	359818
803	68959	359894
804	69046	359813
805	69115	359642
806	69207	359587
807	69299	359536
808	69406	359560
809	69519	359612
810	69597	359487
811	69682	359398
812	69764	359291
813	69842	359163
814	69914	359008
815	70023	359039
816	70097	358895
817	70189	358841
818	70274	358753
819	70352	358626
820	70435	358527
821	70520	358435
822	70617	358406
823	70689	358250
824	70776	358171
825	70853	358042
826	70933	357925
827	71023	357861
828	71106	357763
829	71205	357744
830	71289	357647
831	71378	357577
832	71462	357484
833	71540	357359
834	71624	357264
835	71706	357157
836	71776	356996
837	71860	356901
838	71930	356737
839	72016	356655
840	72129	356704
841	72231	356697
842	72321	356630
843	72387	356446
844	72464	356318
845	72544	356204
846	72619	356066
847	72694	355929
848	72763	355760
849	72839	355627
850	72908	355463
851	72972	355268
852	73059	355189
853	73151	355133
854	73213	354937
855	73293	354823
856	73371	354701
857	73474	354698
858	73551	354568
859	73629	354448
860	73706	354322
861	73791	354231
862	73861	354074
863	73953	354019
864	74032	353899
865	74109	353772
866	74183	353632
867	74262	353517
868	74345	353418
869	74439	353371
870	74516	353246
871	74593	353120
872	74682	353052
873	74790	353074
874	74863	352925
875	74951	352855
876	75027	352722
877	75116	352652
878	75221	352660
879	75306	352570
880	75376	352413
881	75457	352304
882	75545	352234
883	75626	352126
884	75696	351965
885	75795	351942
886	75872	351818
887	75960	351744
888	76059	351719
889	76149	351655
890	76258	351678
891	76344	351594
892	76414	351438
893	76493	351321
894	76580	351241
895	76679	351219
896	76783	351218
897	76876	351165
898	76964	351093
899	77033	350931
900	77116	350832
901	77226	350859
902	77347	350931
903	77506	351178
904	77623	351234
905	77751	351342
906	77911	351587
907	78044	351716
908	78187	351886
909	78354	352165
910	78485	352280
911	78599	352319
912	78758	352558
913	78891	352681
914	79007	352725
915	79124	352779
916	79255	352888
917	79327	352738
918	79420	352681
919	79515	352634
920	79597	352529
921	79678	352415
922	79750	352265
923	79846	352223
924	79929	352121
925	80017	352044
926	80101	351944
927	80166	351765
928	80232	351591
929	80312	351473
930	80413	351451
931	80513	351424
932	80592	351306
933	80681	351230
934	80750	351070
935	80838	350992
936	80919	350879
937	80989	350722
938	81043	350498
939	81105	350307
940	81182	350179
941	81260	350056
942	81326	349886
943	81428	349866
944	81543	349903
945	81630	349821
946	81727	349781
947	81801	349639
948	81868	349470
949	81959	349407
950	82012	349177
951	82098	349091
952	82185	349009
953	82284	348977
954	82363	348859
955	82444	348749
956	82549	348743
957	82612	348559
958	82688	348429
959	82761	348289
960	82853	348227
961	82922	348069
962	83018	348022
963	83102	347926
964	83172	347772
965	83263	347708
966	83363	347678
967	83460	347638
968	83577	347680
969	83668	347613
970	83740	347468
971	83835	347416
972	83915	347303
973	84006	347240
974	84083	347114
975	84162	346996
976	84240	346876
977	84313	346735
978	84395	346631
979	84476	346527
980	84551	346392
981	84647	346349
982	84729	346243
983	84807	346125
984	84894	346041
985	84982	345964
986	85058	345834
987	85133	345702
988	85228	345653
989	85313	345562
990	85412	345530
991	85495	345427
992	85580	345337
993	85677	345297
994	85768	345229
995	85848	345116
996	85927	345004
997	86009	344901
998	86100	344832
999	86160	344642
1000	86246	344553
1001	86316	344404
1002	86380	344231
1003	86458	344112
1004	86526	343955
1005	86611	343863
1006	86691	343753
1007	86785	343697
1008	86876	343630
1009	86956	343520
1010	87038	343419
1011	87117	343305
1012	87202	343215
1013	87276	343081
1014	87361	342991
1015	87449	342912
1016	87543	342855
1017	87627	342762
1018	87701	342628
1019	87802	342600
1020	87901	342566
1021	87959	342370
1022	88037	342253
1023	88098	342070
1024	88170	341929
1025	88251	341823
1026	88334	341726
1027	88416	341626
1028	88510	341569
1029	88572	341389
1030	88669	341345
1031	88786	341378
1032	88872	341295
1033	88936	341124
1034	89022	341037
1035	89103	340930
1036	89179	340810
1037	89308	340886
1038	89435	340957
1039	89550	340980
1040	89676	341046
1041	89854	341307
1042	89979	341370
1043	90125	341509
1044	90285	341703
1045	90416	341786
1046	90583	342003
1047	90712	342076
1048	90868	342249
1049	91013	342385
1050	91172	342569
1051	91253	342460
1052	91314	342279
1053	91383	342126
1054	91471	342042
1055	91537	341878
1056	91625	341797
1057	91714	341720
1058	91803	341642
1059	91884	341533
1060	91984	341495
1061	92077	341433
1062	92148	341285
1063	92235	341203
1064	92332	341152
1065	92403	341008
1066	92485	340903
1067	92571	340816
1068	92638	340658
1069	92704	340493
1070	92800	340441
1071	92883	340340
1072	92999	340361
1073	93071	340220
1074	93163	340154
1075	93250	340070
1076	93348	340025
1077	93456	340014
1078	93561	339994
1079	93645	339900
1080	93736	339826
1081	93809	339689
1082	93899	339614
1083	93974	339487
1084	94072	339440
1085	94160	339359
1086	94230	339211
1087	94304	339079
1088	94381	338959
1089	94472	338887
1090	94570	338840
1091	94651	338734
1092	94752	338698
1093	94825	338565
1094	94892	338405
1095	94984	338337
1096	95084	338299
1097	95168	338203
1098	95246	338085
1099	95350	338059
1100	95443	337998
1101	95517	337863
1102	95599	337761
1103	95691	337693
1104	95781	337618
1105	95858	337498
1106	95943	337404
1107	96030	337318
1108	96099	337173
1109	96178	337058
1110	96272	336997
1111	96343	336854
1112	96437	336796
1113	96505	336642
1114	96584	336528
1115	96680	336476
1116	96752	336339
1117	96846	336277
1118	96920	336147
1119	97004	336050
1120	97082	335934
1121	97190	335922
1122	97277	335836
1123	97345	335686
1124	97429	335589
1125	97508	335477
1126	97595	335392
1127	97663	335242
1128	97752	335162
1129	97826	335033
1130	97919	334970
1131	98016	334917
1132	98093	334798
1133	98172	334686
1134	98258	334597
1135	98337	334484
1136	98438	334449
1137	98538	334406
1138	98637	334361
1139	98732	334303
1140	98816	334210
1141	98894	334092
1142	98989	334037
1143	99089	333995
1144	99169	333884
1145	99263	333824
1146	99360	333770
1147	99451	333701
1148	99541	333624
1149	99631	333548
1150	99713	333447
1151	99811	333397
1152	99905	333334
1153	99985	333226
1154	100090	333200
1155	100167	333082
1156	100262	333023
1157	100358	332969
1158	100450	332899
1159	100538	332818
1160	100636	332769
1161	100734	332718
1162	100817	332619
1163	100871	332424
1164	100950	332312
1165	101026	332193
1166	101114	332107
1167	101221	332090
1168	101366	332195
1169	101511	332299
1170	101673	332456
1171	101842	332638
1172	102001	332786
1173	102139	332866
1174	102323	333096
1175	102483	333245
1176	102629	333349
1177	102766	333422
1178	102830	333262
1179	102953	333290
1180	103034	333184
1181	103113	333068
1182	103191	332950
1183	103263	332816
1184	103344	332709
1185	103442	332656
1186	103559	332663
1187	103659	332617
1188	103737	332499
1189	103823	332409
1190	103905	332307
1191	104003	332252
1192	104109	332225
1193	104191	332121
1194	104280	332040
1195	104375	331977
1196	104453	331861
1197	104540	331771
1198	104618	331656
1199	104713	331591
1200	104816	331555
1201	104885	331411
1202	104962	331291
1203	105034	331155
1204	105130	331095
1205	105207	330974
1206	105290	330874
1207	105400	330860
1208	105490	330781
1209	105571	330674
1210	105674	330637
1211	105804	330683
1212	105876	330547
1213	105978	330506
1214	106058	330394
1215	106151	330325
1216	106254	330288
1217	106347	330217
1218	106433	330127
1219	106514	330020
1220	106588	329893
1221	106689	329846
1222	106789	329798
1223	106869	329687
1224	106935	329536
1225	107026	329460
1226	107128	329417
1227	107213	329322
1228	107294	329216
1229	107384	329136
1230	107462	329022
1231	107532	328883
1232	107622	328802
1233	107724	328762
1234	107829	328727
1235	107912	328626
1236	107999	328539
1237	108081	328435
1238	108160	328323
1239	108241	328216
1240	108320	328102
1241	108406	328012
1242	108500	327944
1243	108581	327837
1244	108652	327703
1245	108746	327636
1246	108819	327506
1247	108900	327398
1248	108996	327337
1249	109079	327237
1250	109175	327178
1251	109268	327106
1252	109344	326986
1253	109452	326959
1254	109549	326903
1255	109626	326786
1256	109722	326723
1257	109806	326626
1258	109883	326508
1259	109966	326408
1260	110045	326296
1261	110140	326231
1262	110221	326125
1263	110303	326023
1264	110371	325880
1265	110449	325766
1266	110523	325639
1267	110610	325549
1268	110677	325402
1269	110728	325209
1270	110794	325062
1271	110887	324992
1272	110975	324905
1273	111054	324795
1274	111121	324648
1275	111211	324569
1276	111284	324441
1277	111349	324289
1278	111423	324164
1279	111494	324030
1280	111577	323932
1281	111663	323841
1282	111745	323740
1283	111814	323601
1284	111890	323481
1285	111984	323415
1286	112059	323292
1287	112137	323177
1288	112211	323054
1289	112301	322974
1290	112390	322894
1291	112477	322805
1292	112543	322660
1293	112599	322483
1294	112673	322358
1295	112759	322269
1296	112846	322183
1297	112983	322238
1298	113093	322216
1299	113248	322323
1300	113431	322507
1301	113546	322498
1302	113676	322534
1303	113800	322551
1304	113919	322554
1305	114052	322596
1306	114206	322695
1307	114335	322726
1308	114494	322841
1309	114598	322800
1310	114724	322822
1311	114834	322798
1312	114908	322671
1313	114987	322560
1314	115090	322517
1315	115169	322404
1316	115259	322323
1317	115350	322247
1318	115420	322108
1319	115492	321980
1320	115567	321855
1321	115654	321768
1322	115759	321729
1323	115835	321610
1324	115921	321518
1325	115999	321404
1326	116091	321329
1327	116194	321284
1328	116267	321158
1329	116371	321116
1330	116460	321032
1331	116546	320941
1332	116620	320815
1333	116699	320704
1334	116794	320638
1335	116897	320592
1336	116992	320525
1337	117070	320413
1338	117168	320354
1339	117238	320218
1340	117346	320186
1341	117431	320091
1342	117509	319979
1343	117592	319878
1344	117680	319794
1345	117762	319690
1346	117863	319640
1347	117952	319557
1348	118021	319418
1349	118118	319356
1350	118210	319283
1351	118285	319160
1352	118372	319072
1353	118467	319005
1354	118551	318907
1355	118635	318811
1356	118723	318725
1357	118797	318602
1358	118899	318552
1359	118990	318475
1360	119071	318368
1361	119150	318260
1362	119242	318183
1363	119310	318045
1364	119420	318018
1365	119507	317928
1366	119589	317825
1367	119694	317784
1368	119815	317786
1369	119896	317682
1370	119993	317620
1371	120075	317518
1372	120169	317446
1373	120272	317400
1374	120370	317340
1375	120445	317219
1376	120545	317164
1377	120634	317080
1378	120719	316987
1379	120818	316929
1380	120883	316784
1381	120942	316621
1382	121025	316521
1383	121090	316375
1384	121179	316292
1385	121287	316256
1386	121368	316153
1387	121419	315969
1388	121501	315868
1389	121582	315764
1390	121675	315691
1391	121766	315613
1392	121834	315476
1393	121924	315393
1394	122007	315296
1395	122096	315211
1396	122192	315145
1397	122289	315083
1398	122369	314978
1399	122442	314851
1400	122516	314731
1401	122591	314611
1402	122689	314549
1403	122769	314443
1404	122855	314351
1405	122939	314257
1406	123031	314180
1407	123113	314078
1408	123206	314005
1409	123275	313871
1410	123373	313811
1411	123457	313715
1412	123529	313587
1413	123603	313467
1414	123671	313329
1415	123765	313259
1416	123846	313155
1417	123934	313071
1418	124021	312982
1419	124106	312888
1420	124188	312786
1421	124268	312681
1422	124339	312553
1423	124431	312477
1424	124528	312412
1425	124618	312332
1426	124713	312265
1427	124830	312251
1428	124982	312325
1429	125117	312355
1430	125278	312452
1431	125410	312475
1432	125558	312539
1433	125726	312650
1434	125879	312724
1435	126012	312750
1436	126188	312880
1437	126348	312970
1438	126498	313037
1439	126615	313021
1440	126721	312979
1441	126806	312883
1442	126886	312776
1443	126981	312706
1444	127062	312600
1445	127151	312513
1446	127245	312442
1447	127347	312389
1448	127429	312286
1449	127522	312209
1450	127624	312156
1451	127717	312081
1452	127806	311995
1453	127893	311904
1454	127983	311822
1455	128051	311684
1456	128124	311561
1457	128212	311472
1458	128301	311387
1459	128367	311246
1460	128456	311161
1461	128548	311084
1462	128663	311061
1463	128766	311008
1464	128853	310919
1465	128928	310799
1466	128986	310640
1467	129086	310581
1468	129176	310498
1469	129259	310398
1470	129338	310289
1471	129425	310199
1472	129504	310090
1473	129576	309963
1474	129657	309859
1475	129752	309787
1476	129835	309688
1477	129913	309576
1478	129988	309458
1479	130055	309321
1480	130149	309248
1481	130231	309145
1482	130320	309060
1483	130379	308905
1484	130471	308826
1485	130558	308736
1486	130620	308587
1487	130700	308481
1488	130777	308367
1489	130837	308213
1490	130914	308101
1491	131002	308015
1492	131077	307896
1493	131140	307748
1494	131202	307602
1495	131285	307502
1496	131375	307419
1497	131468	307345
1498	131547	307236
1499	131628	307133
1500	131729	307076
1501	131810	306973
1502	131898	306886
1503	131975	306771
1504	132042	306636
1505	132120	306525
1506	132218	306462
1507	132304	306369
1508	132405	306313
1509	132491	306223
1510	132583	306143
1511	132674	306065
1512	132771	305997
1513	132856	305902
1514	132930	305784
1515	133010	305678
1516	133083	305557
1517	133153	305427
1518	133229	305313
1519	133311	305213
1520	133410	305151
1521	133489	305043
1522	133578	304958
1523	133647	304827
1524	133737	304746
1525	133824	304657
1526	133921	304589
1527	133996	304473
1528	134082	304381
1529	134152	304254
1530	134247	304182
1531	134334	304094
1532	134412	303984
1533	134513	303927
1534	134600	303836
1535	134672	303713
1536	134768	303644
1537	134853	303552
1538	134941	303465
1539	135017	303350
1540	135096	303244
1541	135175	303136
1542	135268	303060
1543	135342	302942
1544	135394	302775
1545	135468	302658
1546	135571	302604
1547	135652	302500
1548	135740	302413
1549	135840	302353
1550	135954	302326
1551	136041	302237
1552	136138	302169
1553	136221	302071
1554	136306	301978
1555	136376	301850
1556	136440	301712
1557	136525	301617
1558	136606	301515
1559	136734	301516
1560	136856	301505
1561	137003	301548
1562	137157	301606
1563	137332	301710
1564	137484	301763
1565	137598	301733
1566	137757	301800
1567	137920	301877
1568	138057	301895
1569	138185	301895
1570	138330	301931
1571	138487	301994
1572	138564	301883
1573	138657	301805
1574	138770	301771
1575	138841	301645
1576	138928	301554
1577	139030	301498
1578	139101	301371
1579	139175	301253
1580	139239	301113
1581	139323	301015
1582	139394	300890
1583	139472	300782
1584	139556	300685
1585	139646	300600
1586	139712	300464
1587	139788	300351
1588	139878	300268
1589	139956	300157
1590	140043	300068
1591	140138	299995
1592	140204	299859
1593	140293	299773
1594	140381	299686
1595	140452	299561
1596	140542	299477
1597	140612	299351
1598	140701	299266
1599	140771	299139
1600	140862	299058
1601	140937	298941
1602	141012	298827
1603	141089	298714
1604	141183	298641
1605	141260	298529
1606	141349	298443
1607	141421	298322
1608	141522	298261
1609	141617	298188
1610	141692	298072
1611	141770	297964
1612	141846	297852
1613	141945	297785
1614	142027	297685
1615	142106	297578
1616	142194	297491
1617	142278	297394
1618	142356	297285
1619	142426	297162
1620	142501	297045
1621	142561	296900
1622	142648	296810
1623	142724	296697
1624	142812	296610
1625	142906	296535
1626	142987	296433
1627	143070	296335
1628	143153	296237
1629	143250	296168
1630	143335	296074
1631	143400	295938
1632	143476	295827
1633	143559	295728
1634	143633	295612
1635	143707	295496
1636	143772	295362
1637	143864	295281
1638	143960	295211
1639	144038	295102
1640	144118	294998
1641	144190	294879
1642	144306	294848
1643	144375	294723
1644	144452	294612
1645	144540	294524
1646	144634	294450
1647	144725	294369
1648	144800	294255
1649	144858	294106
1650	144953	294032
1651	145029	293921
1652	145120	293841
1653	145199	293733
1654	145301	293676
1655	145401	293612
1656	145468	293483
1657	145556	293396
1658	145638	293295
1659	145719	293194
1660	145816	293125
1661	145886	293002
1662	145975	292916
1663	146062	292826
1664	146143	292725
