iter	Passed	Remaining
1665	146215	292606
1666	146308	292529
1667	146411	292472
1668	146499	292383
1669	146587	292297
1670	146672	292204
1671	146762	292119
1672	146849	292031
1673	146935	291940
1674	147029	291865
1675	147119	291781
1676	147207	291694
1677	147297	291610
1678	147409	291570
1679	147473	291434
1680	147546	291319
1681	147641	291245
1682	147713	291126
1683	147784	291004
1684	147872	290918
1685	147935	290781
1686	148018	290684
1687	148117	290619
1688	148205	290532
1689	148282	290423
1690	148360	290316
1691	148454	290240
1692	148593	290252
1693	148722	290246
1694	148868	290270
1695	148998	290265
1696	149150	290302
1697	149296	290328
1698	149484	290433
1699	149618	290435
1700	149762	290456
1701	149918	290500
1702	150050	290496
1703	150207	290541
1704	150336	290533
1705	150406	290409
1706	150510	290351
1707	150587	290242
1708	150674	290151
1709	150742	290025
1710	150824	289924
1711	150909	289831
1712	151001	289749
1713	151092	289668
1714	151172	289563
1715	151259	289472
1716	151350	289390
1717	151430	289286
1718	151506	289174
1719	151604	289107
1720	151700	289033
1721	151788	288945
1722	151863	288831
1723	151948	288737
1724	152045	288665
1725	152129	288570
1726	152208	288464
1727	152300	288384
1728	152376	288273
1729	152475	288204
1730	152561	288113
1731	152670	288064
1732	152744	287949
1733	152823	287843
1734	152890	287716
1735	152987	287644
1736	153080	287564
1737	153158	287459
1738	153246	287369
1739	153328	287271
1740	153408	287166
1741	153504	287094
1742	153569	286962
1743	153649	286860
1744	153746	286787
1745	153812	286658
1746	153906	286581
1747	153972	286452
1748	154055	286354
1749	154152	286283
1750	154256	286223
1751	154337	286123
1752	154418	286021
1753	154488	285900
1754	154569	285798
1755	154662	285720
1756	154748	285628
1757	154836	285539
1758	154913	285431
1759	154987	285318
1760	155076	285230
1761	155173	285160
1762	155243	285038
1763	155322	284933
1764	155402	284830
1765	155501	284763
1766	155574	284647
1767	155662	284559
1768	155751	284472
1769	155833	284374
1770	155925	284292
1771	155992	284166
1772	156072	284064
1773	156157	283971
1774	156249	283889
1775	156346	283818
1776	156430	283723
1777	156529	283654
1778	156609	283552
1779	156684	283440
1780	156770	283348
1781	156872	283285
1782	156953	283184
1783	157017	283053
1784	157082	282924
1785	157165	282827
1786	157244	282723
1787	157352	282670
1788	157422	282550
1789	157518	282477
1790	157625	282422
1791	157713	282334
1792	157813	282269
1793	157907	282191
1794	157987	282088
1795	158076	282003
1796	158144	281879
1797	158213	281757
1798	158283	281636
1799	158366	281540
1800	158451	281447
1801	158543	281365
1802	158640	281293
1803	158723	281198
1804	158825	281133
1805	158926	281068
1806	159001	280959
1807	159093	280876
1808	159203	280827
1809	159285	280730
1810	159371	280637
1811	159462	280554
1812	159546	280461
1813	159649	280398
1814	159727	280293
1815	159815	280204
1816	159915	280137
1817	160001	280045
1818	160074	279932
1819	160142	279808
1820	160227	279716
1821	160305	279610
1822	160481	279677
1823	160630	279693
1824	160766	279689
1825	160924	279723
1826	161073	279740
1827	161222	279758
1828	161348	279735
1829	161518	279789
1830	161644	279765
1831	161803	279799
1832	161905	279734
1833	162091	279815
1834	162226	279807
1835	162318	279725
1836	162416	279653
1837	162489	279539
1838	162571	279438
1839	162636	279310
1840	162723	279220
1841	162805	279120
1842	162898	279039
1843	162969	278921
1844	163087	278883
1845	163181	278804
1846	163267	278712
1847	163342	278601
1848	163427	278507
1849	163515	278418
1850	163597	278318
1851	163672	278207
1852	163761	278120
1853	163851	278034
1854	163915	277904
1855	163999	277809
1856	164107	277755
1857	164187	277651
1858	164274	277561
1859	164363	277473
1860	164457	277394
1861	164539	277296
1862	164628	277207
1863	164709	277107
1864	164795	277015
1865	164870	276904
1866	164951	276803
1867	165042	276719
1868	165148	276661
1869	165245	276587
1870	165329	276492
1871	165440	276441
1872	165537	276366
1873	165625	276277
1874	165705	276175
1875	165779	276062
1876	165882	275999
1877	165960	275893
1878	166060	275824
1879	166152	275742
1880	166245	275661
1881	166330	275568
1882	166414	275471
1883	166516	275405
1884	166610	275327
1885	166679	275207
1886	166755	275097
1887	166865	275045
1888	166934	274925
1889	167021	274833
1890	167119	274761
1891	167229	274708
1892	167308	274604
1893	167403	274526
1894	167492	274440
1895	167577	274345
1896	167680	274281
1897	167748	274159
1898	167821	274047
1899	167910	273959
1900	168005	273881
1901	168075	273763
1902	168158	273666
1903	168257	273594
1904	168329	273480
1905	168406	273372
1906	168492	273281
1907	168552	273146
1908	168634	273048
1909	168708	272937
1910	168788	272835
1911	168867	272731
1912	168943	272623
1913	169019	272515
1914	169082	272386
1915	169170	272296
1916	169273	272233
1917	169348	272123
1918	169435	272033
1919	169533	271959
1920	169612	271856
1921	169684	271742
1922	169783	271671
1923	169886	271606
1924	169972	271515
1925	170043	271398
1926	170132	271311
1927	170209	271204
1928	170277	271085
1929	170373	271009
1930	170465	270925
1931	170558	270844
1932	170647	270757
1933	170717	270641
1934	170802	270548
1935	170879	270441
1936	170951	270327
1937	171041	270242
1938	171135	270162
1939	171228	270081
1940	171306	269978
1941	171398	269895
1942	171505	269836
1943	171593	269747
1944	171668	269638
1945	171756	269549
1946	171852	269473
1947	171925	269361
1948	172008	269265
1949	172093	269172
1950	172165	269057
1951	172265	268988
1952	172434	269025
1953	172571	269014
1954	172744	269057
1955	172854	269002
1956	173018	269032
1957	173173	269046
1958	173294	269008
1959	173447	269021
1960	173577	268996
1961	173733	269011
1962	173857	268978
1963	174008	268986
1964	174085	268880
1965	174162	268773
1966	174235	268660
1967	174325	268574
1968	174399	268464
1969	174465	268339
1970	174574	268283
1971	174661	268192
1972	174769	268133
1973	174861	268049
1974	174959	267976
1975	175040	267876
1976	175148	267817
1977	175243	267738
1978	175324	267637
1979	175412	267548
1980	175505	267465
1981	175596	267381
1982	175668	267268
1983	175754	267174
1984	175835	267074
1985	175916	266974
1986	175982	266852
1987	176062	266750
1988	176154	266667
1989	176233	266564
1990	176325	266480
1991	176403	266377
1992	176479	266269
1993	176550	266153
1994	176663	266102
1995	176728	265978
1996	176814	265886
1997	176906	265803
1998	176991	265708
1999	177066	265599
2000	177148	265501
2001	177253	265436
2002	177327	265327
2003	177425	265252
2004	177521	265174
2005	177618	265100
2006	177710	265015
2007	177807	264940
2008	177887	264838
2009	177971	264743
2010	178054	264646
2011	178153	264573
2012	178227	264463
2013	178306	264360
2014	178406	264288
2015	178497	264204
2016	178587	264118
2017	178696	264059
2018	178779	263962
2019	178854	263854
2020	178936	263756
2021	179010	263647
2022	179081	263532
2023	179184	263464
2024	179276	263382
2025	179354	263277
2026	179450	263199
2027	179530	263098
2028	179637	263037
2029	179734	262961
2030	179813	262859
2031	179898	262764
2032	179976	262660
2033	180073	262585
2034	180193	262542
2035	180280	262452
2036	180359	262349
2037	180437	262244
2038	180520	262148
2039	180617	262072
2040	180690	261961
2041	180800	261903
2042	180883	261806
2043	180956	261696
2044	181043	261605
2045	181122	261503
2046	181197	261395
2047	181277	261295
2048	181360	261198
2049	181462	261128
2050	181534	261016
2051	181615	260918
2052	181707	260833
2053	181816	260775
2054	181899	260678
2055	181985	260585
2056	182069	260490
2057	182139	260376
2058	182212	260266
2059	182301	260177
2060	182383	260080
2061	182453	259964
2062	182542	259877
2063	182633	259792
2064	182737	259726
2065	182835	259650
2066	182910	259543
2067	183002	259460
2068	183087	259366
2069	183173	259275
2070	183248	259166
2071	183338	259080
2072	183432	258999
2073	183501	258883
2074	183599	258808
2075	183675	258703
2076	183749	258593
2077	183818	258478
2078	183904	258386
2079	183975	258272
2080	184068	258191
2081	184198	258161
2082	184324	258124
2083	184510	258172
2084	184638	258139
2085	184796	258148
2086	184902	258084
2087	185034	258055
2088	185183	258051
2089	185329	258043
2090	185451	258000
2091	185573	257958
2092	185699	257920
2093	185807	257858
2094	185903	257780
2095	185976	257669
2096	186069	257587
2097	186138	257471
2098	186218	257369
2099	186308	257283
2100	186397	257194
2101	186477	257094
2102	186556	256991
2103	186627	256878
2104	186706	256776
2105	186794	256687
2106	186868	256578
2107	186941	256467
2108	187040	256393
2109	187134	256311
2110	187209	256204
2111	187292	256108
2112	187370	256005
2113	187460	255917
2114	187520	255790
2115	187595	255683
2116	187664	255567
2117	187742	255464
2118	187872	255432
2119	187961	255344
2120	188070	255282
2121	188175	255216
2122	188263	255126
2123	188344	255027
2124	188434	254941
2125	188533	254865
2126	188632	254791
2127	188718	254699
2128	188804	254607
2129	188893	254519
2130	188994	254446
2131	189084	254359
2132	189179	254279
2133	189261	254181
2134	189357	254103
2135	189460	254032
2136	189526	253913
2137	189613	253823
2138	189714	253750
2139	189796	253652
2140	189876	253552
2141	189980	253484
2142	190059	253382
2143	190137	253279
2144	190249	253222
2145	190324	253115
2146	190394	253002
2147	190476	252903
2148	190553	252800
2149	190651	252724
2150	190739	252634
2151	190815	252528
2152	190903	252438
2153	191002	252364
2154	191095	252281
2155	191167	252170
2156	191249	252072
2157	191345	251994
2158	191414	251880
2159	191484	251766
2160	191574	251679
2161	191680	251613
2162	191773	251530
2163	191867	251449
2164	191952	251355
2165	192029	251252
2166	192098	251138
2167	192190	251053
2168	192283	250969
2169	192365	250873
2170	192463	250797
2171	192543	250696
2172	192617	250588
2173	192690	250479
2174	192768	250378
2175	192848	250278
2176	192945	250199
2177	193020	250094
2178	193095	249986
2179	193182	249896
2180	193264	249799
2181	193359	249719
2182	193441	249621
2183	193516	249515
2184	193595	249414
2185	193685	249327
2186	193742	249199
2187	193824	249102
2188	193919	249021
2189	194017	248944
2190	194094	248841
2191	194186	248757
2192	194272	248664
2193	194368	248585
2194	194470	248514
2195	194580	248453
2196	194674	248371
2197	194778	248302
2198	194867	248214
2199	194969	248142
2200	195043	248036
2201	195157	247979
2202	195229	247869
2203	195308	247768
2204	195433	247726
2205	195517	247631
2206	195590	247522
2207	195675	247429
2208	195791	247376
2209	195930	247350
2210	196074	247332
2211	196215	247309
2212	196352	247281
2213	196519	247290
2214	196676	247288
2215	196814	247261
2216	196967	247253
2217	197106	247227
2218	197250	247207
2219	197423	247223
2220	197590	247233
2221	197699	247168
2222	197821	247121
2223	197914	247037
2224	198000	246944
2225	198082	246846
2226	198166	246752
2227	198262	246671
2228	198345	246575
2229	198432	246482
2230	198511	246381
2231	198587	246277
2232	198679	246191
2233	198766	246100
2234	198842	245995
2235	198936	245913
2236	199038	245839
2237	199139	245765
2238	199235	245685
2239	199312	245581
2240	199407	245500
2241	199483	245395
2242	199561	245292
2243	199651	245204
2244	199738	245113
2245	199816	245010
2246	199908	244925
2247	199977	244812
2248	200071	244729
2249	200160	244640
2250	200247	244549
2251	200335	244459
2252	200427	244373
2253	200504	244269
2254	200600	244190
2255	200706	244122
2256	200797	244034
2257	200887	243947
2258	200977	243859
2259	201053	243755
2260	201134	243656
2261	201226	243570
2262	201328	243498
2263	201422	243414
2264	201520	243337
2265	201612	243252
2266	201733	243200
2267	201852	243148
2268	201927	243043
2269	202021	242959
2270	202108	242867
2271	202191	242772
2272	202259	242657
2273	202347	242567
2274	202428	242468
2275	202507	242367
2276	202587	242268
2277	202671	242173
2278	202766	242092
2279	202848	241994
2280	202933	241900
2281	203025	241815
2282	203099	241708
2283	203187	241618
2284	203274	241527
2285	203369	241445
2286	203440	241335
2287	203520	241235
2288	203597	241132
2289	203677	241032
2290	203755	240931
2291	203859	240860
2292	203956	240780
2293	204031	240675
2294	204125	240592
2295	204210	240499
2296	204285	240393
2297	204372	240301
2298	204462	240214
2299	204563	240140
2300	204661	240061
2301	204746	239967
2302	204817	239857
2303	204914	239778
2304	204984	239667
2305	205076	239581
2306	205152	239478
2307	205249	239398
2308	205327	239296
2309	205431	239225
2310	205523	239139
2311	205619	239059
2312	205706	238968
2313	205792	238876
2314	205888	238795
2315	205986	238717
2316	206060	238610
2317	206152	238524
2318	206237	238431
2319	206321	238336
2320	206430	238271
2321	206518	238181
2322	206599	238083
2323	206674	237978
2324	206759	237884
2325	206828	237772
2326	206892	237655
2327	206996	237583
2328	207087	237497
2329	207173	237404
2330	207257	237310
2331	207346	237221
2332	207437	237135
2333	207511	237028
2334	207595	236934
2335	207682	236843
2336	207805	236793
2337	208002	236827
2338	208158	236815
2339	208324	236813
2340	208429	236742
2341	208565	236706
2342	208734	236708
2343	208846	236645
2344	208984	236611
2345	209114	236568
2346	209269	236554
2347	209434	236550
2348	209603	236551
2349	209735	236510
2350	209813	236407
2351	209910	236327
2352	210011	236251
2353	210141	236208
2354	210228	236117
2355	210331	236042
2356	210408	235939
2357	210493	235846
2358	210577	235749
2359	210673	235668
2360	210761	235577
2361	210851	235489
2362	210939	235399
2363	211019	235299
2364	211099	235199
2365	211206	235130
2366	211321	235069
2367	211410	234979
2368	211505	234897
2369	211597	234810
2370	211689	234724
2371	211778	234634
2372	211860	234537
2373	211935	234432
2374	212040	234360
2375	212143	234286
2376	212251	234217
2377	212348	234136
2378	212439	234049
2379	212525	233957
2380	212618	233871
2381	212704	233778
2382	212797	233693
2383	212862	233577
2384	212949	233485
2385	213035	233392
2386	213105	233282
2387	213190	233187
2388	213302	233123
2389	213379	233021
2390	213462	232924
2391	213575	232861
2392	213671	232779
2393	213755	232684
2394	213840	232590
2395	213932	232504
2396	214017	232410
2397	214108	232323
2398	214189	232224
2399	214279	232135
2400	214376	232055
2401	214470	231971
2402	214556	231877
2403	214637	231779
2404	214729	231693
2405	214813	231598
2406	214909	231516
2407	215016	231445
2408	215106	231357
2409	215189	231262
2410	215281	231175
2411	215390	231107
2412	215480	231018
2413	215573	230933
2414	215645	230826
2415	215721	230721
2416	215822	230645
2417	215901	230544
2418	215975	230439
2419	216062	230348
2420	216152	230259
2421	216234	230162
2422	216323	230072
2423	216435	230007
2424	216510	229903
2425	216598	229812
2426	216691	229726
2427	216772	229629
2428	216850	229527
2429	216924	229422
2430	217002	229321
2431	217089	229229
2432	217159	229119
2433	217226	229006
2434	217287	228888
2435	217361	228782
2436	217469	228713
2437	217557	228622
2438	217634	228520
2439	217724	228432
2440	217795	228323
2441	217874	228223
2442	217951	228122
2443	218031	228022
2444	218107	227919
2445	218185	227818
2446	218278	227733
2447	218368	227645
2448	218482	227582
2449	218568	227489
2450	218649	227391
2451	218724	227288
2452	218819	227204
2453	218906	227112
2454	218972	226999
2455	219038	226886
2456	219141	226811
2457	219224	226716
2458	219323	226637
2459	219392	226527
2460	219494	226451
2461	219598	226377
2462	219701	226302
2463	219825	226249
2464	219949	226195
2465	220070	226138
2466	220254	226147
2467	220394	226109
2468	220536	226074
2469	220677	226038
2470	220797	225980
2471	220964	225970
2472	221093	225921
2473	221258	225908
2474	221428	225902
2475	221556	225852
2476	221654	225771
2477	221727	225664
2478	221813	225571
2479	221894	225473
2480	221996	225396
2481	222096	225318
2482	222192	225235
2483	222299	225163
2484	222379	225064
2485	222474	224980
2486	222546	224873
2487	222626	224774
2488	222719	224688
2489	222822	224612
2490	222900	224511
2491	222979	224411
2492	223055	224308
2493	223154	224228
2494	223244	224138
2495	223324	224040
2496	223399	223936
2497	223482	223839
2498	223566	223745
2499	223644	223644
2500	223750	223571
2501	223830	223472
2502	223906	223369
2503	223990	223274
2504	224078	223183
2505	224177	223103
2506	224259	223007
2507	224326	222895
2508	224423	222813
2509	224513	222724
2510	224594	222626
2511	224687	222540
2512	224787	222461
2513	224874	222369
2514	224954	222270
2515	225025	222163
2516	225123	222082
2517	225207	221988
2518	225279	221880
2519	225360	221783
2520	225436	221681
2521	225521	221586
2522	225618	221504
2523	225708	221416
2524	225814	221342
2525	225905	221255
2526	226009	221179
2527	226106	221097
2528	226192	221005
2529	226285	220919
2530	226375	220830
2531	226454	220730
2532	226523	220620
2533	226607	220526
2534	226699	220439
2535	226777	220339
2536	226881	220264
2537	226971	220175
2538	227038	220063
2539	227127	219973
2540	227215	219882
2541	227313	219801
2542	227409	219718
2543	227502	219633
2544	227572	219524
2545	227648	219422
2546	227755	219349
2547	227873	219287
2548	227949	219185
2549	228059	219115
2550	228138	219016
2551	228224	218923
2552	228314	218834
2553	228387	218729
2554	228460	218624
2555	228532	218518
2556	228595	218403
2557	228675	218305
2558	228761	218212
2559	228844	218117
2560	228933	218027
2561	229033	217948
2562	229129	217865
2563	229205	217763
2564	229282	217661
2565	229374	217575
2566	229463	217485
2567	229548	217392
2568	229650	217314
2569	229734	217219
2570	229801	217109
2571	229888	217017
2572	229995	216945
2573	230093	216863
2574	230147	216740
2575	230217	216632
2576	230302	216539
2577	230387	216446
2578	230464	216344
2579	230550	216253
2580	230643	216166
2581	230742	216086
2582	230826	215992
2583	230898	215886
2584	230997	215805
2585	231098	215727
2586	231191	215641
2587	231276	215548
2588	231379	215471
2589	231450	215365
2590	231594	215326
2591	231754	215302
2592	231921	215285
2593	232132	215308
2594	232297	215289
2595	232483	215289
2596	232601	215225
2597	232753	215194
2598	232880	215139
2599	233036	215110
2600	233193	215082
2601	233321	215028
2602	233437	214963
2603	233533	214879
2604	233640	214805
2605	233734	214719
2606	233810	214617
2607	233901	214528
2608	233993	214441
2609	234079	214348
2610	234168	214258
2611	234264	214174
2612	234353	214083
2613	234427	213980
2614	234501	213875
2615	234590	213786
2616	234668	213685
2617	234765	213602
2618	234863	213520
2619	234955	213432
2620	235054	213351
2621	235137	213256
2622	235229	213168
2623	235313	213073
2624	235408	212988
2625	235498	212898
2626	235585	212807
2627	235678	212720
2628	235758	212621
2629	235830	212516
2630	235903	212411
2631	235986	212316
2632	236077	212227
2633	236156	212128
2634	236243	212036
2635	236336	211949
2636	236430	211864
2637	236515	211770
2638	236602	211678
2639	236684	211581
2640	236773	211491
2641	236865	211403
2642	236956	211315
2643	237039	211219
2644	237134	211135
2645	237229	211049
2646	237327	210967
2647	237411	210873
2648	237490	210773
2649	237585	210688
2650	237679	210602
2651	237754	210500
2652	237825	210394
2653	237910	210300
2654	237979	210192
2655	238069	210103
2656	238154	210009
2657	238235	209912
2658	238325	209823
2659	238438	209754
2660	238526	209663
2661	238628	209584
2662	238709	209487
2663	238789	209389
2664	238876	209296
2665	238960	209202
2666	239050	209113
2667	239160	209041
2668	239252	208953
2669	239338	208860
2670	239418	208762
2671	239521	208684
2672	239609	208594
2673	239701	208505
2674	239780	208407
2675	239863	208312
2676	239948	208218
2677	240049	208138
2678	240132	208043
2679	240211	207943
2680	240294	207848
2681	240374	207750
2682	240441	207642
2683	240551	207569
2684	240645	207484
2685	240737	207396
2686	240834	207312
2687	240927	207226
2688	241012	207132
2689	241095	207037
2690	241209	206968
2691	241296	206876
2692	241379	206781
2693	241482	206703
2694	241587	206626
2695	241674	206534
2696	241756	206438
2697	241859	206360
2698	241941	206263
2699	242045	206186
2700	242131	206094
2701	242219	206002
2702	242318	205921
2703	242405	205829
2704	242484	205731
2705	242610	205671
2706	242708	205589
2707	242815	205514
2708	242897	205418
2709	242980	205322
2710	243076	205238
2711	243169	205151
2712	243251	205055
2713	243331	204957
2714	243424	204870
2715	243566	204825
2716	243710	204781
2717	243836	204721
2718	243945	204648
2719	244051	204572
2720	244250	204574
2721	244434	204563
2722	244565	204508
2723	244682	204440
2724	244811	204384
2725	244961	204344
2726	245139	204328
2727	245311	204306
2728	245459	204264
2729	245557	204181
2730	245660	204102
2731	245735	203999
2732	245820	203906
2733	245904	203811
2734	245981	203710
2735	246079	203627
2736	246158	203527
2737	246256	203444
2738	246332	203343
2739	246401	203235
2740	246508	203160
2741	246599	203071
2742	246701	202991
2743	246820	202925
2744	246894	202822
2745	246974	202724
2746	247059	202629
2747	247153	202543
2748	247251	202460
2749	247353	202379
2750	247436	202284
2751	247542	202207
2752	247634	202119
2753	247718	202024
2754	247816	201940
2755	247913	201857
2756	248011	201773
2757	248103	201685
2758	248185	201588
2759	248266	201491
2760	248346	201393
2761	248449	201314
2762	248538	201223
2763	248624	201130
2764	248703	201031
2765	248796	200944
2766	248918	200879
2767	248997	200781
2768	249100	200701
2769	249204	200623
2770	249273	200516
2771	249367	200429
2772	249479	200356
2773	249568	200266
2774	249659	200177
2775	249731	200072
2776	249809	199973
2777	249883	199871
2778	249977	199783
2779	250062	199690
2780	250147	199595
2781	250232	199502
2782	250333	199421
2783	250406	199317
2784	250488	199221
2785	250586	199138
2786	250648	199026
2787	250733	198932
2788	250819	198839
2789	250898	198740
2790	251000	198660
2791	251079	198561
2792	251151	198457
2793	251231	198359
2794	251325	198273
2795	251396	198168
2796	251489	198080
2797	251586	197996
2798	251678	197907
2799	251764	197814
2800	251860	197730
2801	251935	197628
2802	252042	197551
2803	252141	197468
2804	252228	197376
2805	252296	197269
2806	252396	197187
2807	252485	197096
2808	252564	196998
2809	252666	196918
2810	252742	196817
2811	252837	196731
2812	252931	196644
2813	253020	196554
2814	253122	196473
2815	253211	196382
2816	253309	196299
2817	253385	196198
2818	253452	196090
2819	253540	195999
2820	253619	195901
2821	253710	195812
2822	253793	195717
2823	253857	195606
2824	253928	195502
2825	254010	195406
2826	254098	195315
2827	254191	195227
2828	254288	195143
2829	254353	195034
2830	254440	194942
2831	254508	194835
2832	254590	194740
2833	254662	194636
2834	254742	194538
2835	254837	194452
2836	254930	194365
2837	255029	194282
2838	255137	194206
2839	255220	194111
2840	255297	194011
2841	255379	193915
2842	255463	193821
2843	255619	193781
2844	255753	193725
2845	255892	193672
2846	256074	193652
2847	256226	193609
2848	256369	193559
2849	256540	193530
2850	256708	193499
2851	256846	193445
2852	257004	193406
2853	257193	193390
2854	257378	193372
2855	257509	193312
2856	257590	193215
2857	257681	193126
2858	257742	193013
2859	257816	192911
2860	257906	192821
2861	257990	192726
2862	258099	192650
2863	258184	192556
2864	258260	192455
2865	258346	192362
2866	258416	192257
2867	258488	192154
2868	258562	192051
2869	258648	191958
2870	258729	191861
2871	258829	191779
2872	258921	191690
2873	259015	191602
2874	259091	191502
2875	259175	191407
2876	259267	191319
2877	259380	191245
2878	259494	191173
2879	259605	191098
2880	259691	191004
2881	259773	190909
2882	259866	190821
2883	259936	190716
2884	260027	190626
2885	260104	190526
2886	260170	190419
2887	260266	190333
2888	260368	190251
2889	260477	190175
2890	260568	190086
2891	260654	189993
2892	260756	189911
2893	260868	189837
2894	260976	189759
2895	261065	189668
2896	261149	189574
2897	261232	189479
2898	261330	189395
2899	261407	189294
2900	261519	189220
2901	261619	189137
2902	261717	189053
2903	261814	188968
2904	261889	188867
2905	261970	188770
2906	262043	188667
2907	262148	188588
2908	262230	188491
2909	262316	188399
2910	262400	188304
2911	262506	188225
2912	262604	188141
2913	262683	188043
2914	262759	187942
2915	262866	187864
2916	262944	187766
2917	263042	187681
2918	263136	187594
2919	263218	187497
2920	263306	187406
2921	263402	187320
2922	263488	187227
2923	263587	187143
2924	263692	187063
2925	263784	186975
2926	263871	186882
2927	263972	186800
2928	264077	186720
2929	264173	186634
2930	264261	186543
2931	264344	186447
2932	264447	186366
2933	264536	186275
2934	264632	186189
2935	264717	186095
2936	264796	185997
2937	264879	185902
2938	264954	185801
2939	265047	185713
2940	265119	185610
2941	265206	185518
2942	265291	185424
2943	265371	185327
2944	265461	185237
2945	265549	185145
2946	265652	185064
2947	265753	184981
2948	265829	184881
2949	265931	184799
2950	266016	184706
2951	266096	184609
2952	266179	184513
2953	266255	184414
2954	266340	184320
2955	266441	184237
2956	266530	184146
2957	266610	184049
2958	266723	183975
2959	266819	183888
2960	266906	183796
2961	267007	183714
2962	267085	183615
2963	267173	183523
2964	267279	183444
2965	267351	183342
2966	267432	183246
2967	267541	183168
2968	267659	183097
2969	267821	183056
2970	267958	182998
2971	268112	182951
2972	268223	182875
2973	268376	182827
2974	268526	182778
2975	268637	182702
2976	268739	182619
2977	268880	182564
2978	269052	182529
2979	269222	182493
2980	269370	182441
2981	269486	182368
2982	269574	182276
2983	269673	182192
2984	269767	182104
2985	269840	182002
2986	269939	181917
2987	270012	181815
2988	270101	181724
2989	270175	181623
2990	270254	181525
2991	270346	181435
2992	270437	181346
2993	270525	181254
2994	270597	181151
2995	270667	181047
2996	270740	180945
2997	270811	180841
2998	270918	180763
2999	271010	180673
3000	271085	180572
3001	271173	180480
3002	271283	180403
3003	271393	180326
3004	271468	180226
3005	271551	180130
3006	271645	180042
3007	271742	179957
3008	271835	179868
3009	271950	179794
3010	272030	179697
3011	272141	179620
3012	272221	179523
3013	272301	179426
3014	272369	179320
3015	272456	179228
3016	272532	179128
3017	272617	179035
3018	272719	178952
3019	272820	178869
3020	272899	178771
3021	273013	178696
3022	273115	178613
3023	273209	178525
3024	273283	178424
3025	273372	178333
3026	273474	178250
3027	273563	178159
3028	273655	178070
3029	273747	177980
3030	273837	177890
3031	273919	177794
3032	274012	177706
3033	274100	177613
3034	274192	177525
3035	274298	177444
3036	274380	177348
3037	274467	177256
3038	274563	177169
3039	274656	177081
3040	274744	176989
3041	274822	176890
3042	274897	176790
3043	274999	176707
3044	275105	176627
3045	275186	176531
3046	275302	176457
3047	275402	176373
3048	275482	176276
3049	275568	176183
3050	275646	176084
3051	275726	175987
3052	275788	175879
3053	275872	175784
3054	275944	175683
3055	276013	175579
3056	276105	175489
3057	276176	175387
3058	276249	175286
3059	276328	175188
3060	276426	175103
3061	276511	175009
3062	276620	174931
3063	276700	174834
3064	276804	174752
3065	276879	174652
3066	276964	174559
3067	277042	174461
3068	277137	174373
3069	277220	174278
3070	277298	174180
3071	277418	174109
3072	277504	174016
3073	277588	173921
3074	277685	173835
3075	277796	173758
3076	277873	173659
3077	277954	173563
3078	278050	173477
3079	278122	173375
3080	278202	173278
3081	278301	173193
3082	278408	173113
3083	278509	173029
3084	278601	172940
3085	278687	172847
3086	278771	172753
3087	278852	172657
3088	278965	172581
3089	279064	172496
3090	279156	172407
3091	279270	172331
3092	279353	172236
3093	279448	172149
3094	279613	172104
3095	279774	172057
3096	279946	172017
3097	280100	171965
3098	280279	171930
3099	280402	171859
3100	280527	171790
3101	280702	171751
3102	280870	171708
3103	281004	171644
3104	281144	171583
3105	281304	171535
3106	281405	171451
3107	281499	171363
3108	281594	171275
3109	281696	171191
3110	281773	171092
3111	281859	170999
3112	281945	170906
3113	282027	170810
3114	282118	170719
3115	282216	170634
3116	282291	170534
3117	282381	170443
3118	282460	170345
3119	282544	170251
3120	282627	170155
3121	282718	170065
3122	282795	169967
3123	282879	169872
3124	282977	169786
3125	283045	169682
3126	283130	169588
3127	283206	169489
3128	283281	169389
3129	283399	169315
3130	283499	169230
3131	283576	169131
3132	283652	169032
3133	283748	168945
3134	283838	168854
3135	283940	168770
3136	284039	168685
3137	284134	168597
3138	284229	168509
3139	284308	168412
3140	284409	168327
3141	284513	168245
3142	284584	168142
3143	284668	168048
3144	284764	167961
3145	284859	167873
3146	284967	167793
3147	285059	167703
3148	285144	167609
3149	285227	167514
3150	285325	167428
3151	285437	167350
3152	285555	167276
3153	285653	167189
3154	285728	167090
3155	285815	166997
3156	285905	166906
3157	285985	166809
3158	286079	166720
3159	286196	166646
3160	286289	166556
3161	286381	166466
3162	286459	166369
3163	286564	166286
3164	286657	166197
3165	286753	166110
3166	286839	166017
3167	286924	165923
3168	287016	165833
3169	287086	165731
3170	287162	165632
3171	287258	165544
3172	287345	165452
3173	287438	165363
3174	287532	165274
3175	287644	165196
3176	287723	165099
3177	287801	165001
3178	287877	164902
3179	287956	164805
3180	288044	164713
3181	288133	164622
3182	288216	164526
3183	288303	164434
3184	288402	164348
3185	288482	164251
3186	288589	164170
3187	288674	164077
3188	288768	163988
3189	288846	163890
3190	288960	163813
3191	289038	163716
3192	289127	163624
3193	289222	163536
3194	289294	163435
3195	289391	163348
3196	289513	163275
3197	289621	163195
3198	289700	163098
3199	289790	163007
3200	289865	162907
3201	289969	162824
3202	290057	162732
3203	290138	162637
3204	290224	162543
3205	290308	162449
3206	290406	162363
3207	290493	162270
3208	290584	162180
3209	290672	162088
3210	290745	161988
3211	290830	161894
3212	290917	161802
3213	291010	161712
3214	291106	161625
3215	291192	161532
3216	291270	161434
3217	291419	161376
3218	291543	161304
