iter	R2	RMSE
201	0.9184346889	0.03125643672
202	0.9185236492	0.03123938695
203	0.9186164234	0.0312215963
204	0.918726148	0.03120054209
205	0.9188969709	0.0311677359
206	0.9190024385	0.03114746382
207	0.9191171724	0.03112539564
208	0.9192900035	0.03109212336
209	0.9193778372	0.03107520055
210	0.9194609813	0.03105917279
211	0.9195743395	0.03103730729
212	0.9196737981	0.03101811016
213	0.9197336902	0.03100654428
214	0.9198960619	0.03097516666
215	0.9199712707	0.03096062209
216	0.9200636551	0.03094274661
217	0.9201512742	0.03092578363
218	0.9202640383	0.03090393887
219	0.9203606908	0.03088520298
220	0.9204240923	0.03087290655
221	0.9205054762	0.03085711534
222	0.9205833835	0.03084199113
223	0.9206688313	0.03082539454
224	0.920781749	0.03080344875
225	0.9208790376	0.03078452796
226	0.9209984714	0.03076128441
227	0.9211111529	0.03073933886
228	0.9212422184	0.03071379316
229	0.9212735104	0.03070769096
230	0.9213669339	0.03068946538
231	0.9214580547	0.0306716786
232	0.9215623219	0.03065131296
233	0.9216284153	0.03063839648
234	0.921717219	0.03062103321
235	0.9218996253	0.03058533745
236	0.9220242479	0.03056092564
237	0.9221019012	0.03054570456
238	0.9221676497	0.03053281107
239	0.9222700806	0.03051271316
240	0.9223641994	0.03049423452
241	0.9224861214	0.0304702805
242	0.9225333572	0.03046099501
243	0.9225738479	0.03045303321
244	0.9226188322	0.03044418537
245	0.9226312956	0.03044173352
246	0.9227302408	0.03042226165
247	0.9228516686	0.03039834829
248	0.9229011421	0.03038859983
249	0.9230279089	0.03036360692
250	0.9231210856	0.03034522339
251	0.9232682712	0.03031616133
252	0.9233319105	0.03030358701
253	0.9233931049	0.03029149083
254	0.9235406136	0.03026231322
255	0.9236233067	0.03024594401
256	0.9236764423	0.03023542106
257	0.9236890107	0.03023293147
258	0.9237314943	0.03022451472
259	0.9238286771	0.03020525224
260	0.9239118403	0.03018875882
261	0.9240234861	0.0301666024
262	0.9241000962	0.03015138947
263	0.9241907493	0.03013337803
264	0.9242726139	0.03011710347
265	0.9243322257	0.03010524721
266	0.9244107458	0.03008962312
267	0.9244200114	0.03008777889
268	0.9244939657	0.03007305498
269	0.924579332	0.03005605004
270	0.9246337848	0.03004519804
271	0.9246882505	0.03003433954
272	0.9248011473	0.03001181945
273	0.9250194389	0.02996822778
274	0.9250860141	0.02995492043
275	0.9251725888	0.02993760666
276	0.9252656079	0.02991899291
277	0.9252727165	0.02991756996
278	0.9254257386	0.02988692255
279	0.9255405941	0.02986389853
280	0.9256343884	0.02984508327
281	0.9257003808	0.02983183798
282	0.9257575608	0.02982035669
283	0.9258303331	0.02980573819
284	0.9258878158	0.02979418596
285	0.9259754	0.02977657569
286	0.9260749445	0.02975654795
287	0.9261181261	0.0297478559
288	0.9261696295	0.0297374854
289	0.9262329412	0.02972473227
290	0.9263045735	0.02971029652
291	0.9263342668	0.02970431049
292	0.926372835	0.02969653353
293	0.9264276298	0.02968548109
294	0.9264784049	0.02967523578
295	0.9265935295	0.02965199303
296	0.9266416461	0.02964227327
297	0.9267349253	0.02962342138
298	0.9267853616	0.02961322311
299	0.9268701881	0.02959606321
300	0.9268870399	0.02959265298
301	0.9269685884	0.0295761449
302	0.9270051394	0.0295687428
303	0.9271523423	0.02953891329
304	0.9272243458	0.02952431137
305	0.927285849	0.02951183314
306	0.9273774237	0.02949324398
307	0.9274349966	0.029481551
308	0.9275343264	0.02946136635
309	0.9276530407	0.02943722444
310	0.9277815173	0.02941107493
311	0.9278342869	0.02940032773
312	0.9279511161	0.02937651997
313	0.9279753242	0.02937158436
314	0.9280280171	0.02936083835
315	0.9280876473	0.02934867281
316	0.9280921149	0.02934776115
317	0.9281324956	0.02933951971
318	0.9281928545	0.02932719651
319	0.9282679727	0.02931185275
320	0.928347386	0.02929562295
321	0.9284152217	0.02928175214
322	0.9284792621	0.02926865134
323	0.9285345105	0.02925734441
324	0.9285826494	0.02924748894
325	0.9286482383	0.02923405556
326	0.9286990783	0.02922363869
327	0.928766406	0.02920983786
328	0.9287917374	0.02920464374
329	0.9288354995	0.02919566828
330	0.9289247093	0.02917736311
331	0.9290181692	0.02915817352
332	0.9290849538	0.02914445328
333	0.9290912842	0.02914315244
334	0.9291303562	0.02913512212
335	0.9291739577	0.02912615827
336	0.9293176251	0.02909660273
337	0.9293538479	0.02908914617
338	0.9294085568	0.02907788055
339	0.9294661231	0.02906602185
340	0.9294712284	0.02906496992
341	0.9295301341	0.02905282983
342	0.9296499752	0.02902811569
343	0.9296547378	0.02902713309
344	0.9297033772	0.02901709613
345	0.9297383488	0.02900987743
346	0.9297388617	0.02900977154
347	0.9297732419	0.02900267314
348	0.9298403589	0.02898881063
349	0.9299695388	0.02896211084
350	0.9299927956	0.02895730133
351	0.9300502646	0.02894541336
352	0.9301396135	0.02892692101
353	0.9301455903	0.0289256836
354	0.93020904	0.02891254381
355	0.9302746159	0.02889895745
356	0.9303051841	0.02889262198
357	0.9303634403	0.02888054413
358	0.9304145696	0.0288699397
359	0.9304154312	0.02886976096
360	0.9304419655	0.02886425607
361	0.9304921592	0.02885383983
362	0.9305993098	0.02883159128
363	0.9306357003	0.02882403131
364	0.9306918137	0.02881237011
365	0.9307261067	0.0288052412
366	0.9308137733	0.02878700881
367	0.9309383151	0.02876108746
368	0.9309713562	0.02875420656
369	0.930986622	0.02875102687
370	0.9310442177	0.02873902716
371	0.9310808821	0.02873138575
372	0.9310811175	0.02873133667
373	0.9311274527	0.0287216768
374	0.9311587232	0.02871515575
375	0.9312840358	0.02868900858
376	0.9313495504	0.02867532909
377	0.9313901935	0.02866683951
378	0.9314725189	0.02864963557
379	0.9315283233	0.02863796798
380	0.9315531439	0.02863277696
381	0.9316347837	0.02861569604
382	0.9316711998	0.02860807367
383	0.931717525	0.02859837424
384	0.9317696334	0.02858746001
385	0.9318201031	0.02857688506
386	0.9318922386	0.02856176363
387	0.9319592185	0.02854771579
388	0.9320018784	0.02853876503
389	0.9320700224	0.02852446146
390	0.9321286573	0.0285121481
391	0.932160414	0.02850547698
392	0.9322229597	0.02849233342
393	0.9322911293	0.02847800113
394	0.9323114297	0.0284737317
395	0.9323960289	0.02845593248
396	0.9324421582	0.02844622241
397	0.9324496717	0.02844464054
398	0.9324890195	0.02843635489
399	0.9325439685	0.02842477998
400	0.9325676215	0.02841979606
401	0.9326161177	0.0284095747
402	0.9326593798	0.02840045342
403	0.9327085267	0.02839008785
404	0.9327524218	0.02838082672
405	0.9328390671	0.02836253716
406	0.9328529539	0.02835960477
407	0.9329254798	0.02834428495
408	0.9329651072	0.02833591086
409	0.9330299417	0.02832220464
410	0.9330594785	0.02831595827
411	0.9331062509	0.02830606413
412	0.9331230643	0.02830250661
413	0.9331597844	0.02829473552
414	0.9331600843	0.02829467206
415	0.9331888969	0.02828857291
416	0.9332258406	0.02828075064
417	0.9333130393	0.02826227905
418	0.9333244663	0.02825985755
419	0.9333373983	0.02825711685
420	0.9333803234	0.02824801779
421	0.9334130854	0.02824107107
422	0.9334461935	0.02823404924
423	0.933447497	0.02823377275
424	0.9335287629	0.02821652964
425	0.9335847988	0.02820463373
426	0.9336261316	0.02819585593
427	0.9336755579	0.02818535574
428	0.933708253	0.0281784078
429	0.9337337768	0.02817298262
430	0.9338189629	0.02815486842
431	0.9338729463	0.02814338323
432	0.9339640692	0.02812398578
433	0.9340010698	0.02811610561
434	0.9340454149	0.02810665832
435	0.9341030538	0.02809437419
436	0.9341350501	0.02808755272
437	0.9342076641	0.02807206564
438	0.9342214893	0.02806911605
439	0.9342766887	0.02805733619
440	0.9342777607	0.02805710736
441	0.9343133333	0.0280495133
442	0.934332022	0.02804552279
443	0.9343750631	0.02803633027
444	0.9344069056	0.02802952756
445	0.9344157635	0.02802763489
446	0.9344610956	0.0280179468
447	0.9344998545	0.02800966085
448	0.93453695	0.02800172821
449	0.9345741042	0.02799378073
450	0.9345742765	0.02799374389
451	0.9345946942	0.02798937548
452	0.9346526577	0.02797697035
453	0.934691317	0.02796869358
454	0.9347320321	0.02795997401
455	0.9347586108	0.02795428045
456	0.9348203163	0.0279410577
457	0.9348385996	0.0279371386
458	0.934952507	0.02791270974
459	0.9349779879	0.02790724212
460	0.9350609565	0.0278894315
461	0.9350943269	0.02788226477
462	0.9351406038	0.02787232314
463	0.9351965448	0.02786030066
464	0.9352227639	0.02785466403
465	0.935261472	0.02784634042
466	0.9353173548	0.02783431924
467	0.9353177292	0.02783423869
468	0.9353442651	0.0278285286
469	0.9353643056	0.02782421544
470	0.9353959581	0.02781740176
471	0.9354492505	0.02780592599
472	0.9354616999	0.02780324451
473	0.9355131865	0.02779215203
474	0.9356053069	0.02777229416
475	0.9356257306	0.02776788964
476	0.9356861718	0.02775485088
477	0.9357599506	0.02773892657
478	0.9358104355	0.02772802472
479	0.9358386757	0.02772192457
480	0.9358792279	0.02771316257
481	0.9359110971	0.02770627473
482	0.9359450759	0.02769892908
483	0.9359815681	0.0276910379
484	0.9360197953	0.02768276911
485	0.9360547538	0.02767520521
486	0.9360852453	0.02766860612
487	0.9361305911	0.02765878932
488	0.9361999337	0.02764377075
489	0.9362039884	0.02764289233
490	0.9362200863	0.02763940449
491	0.9363197995	0.02761779038
492	0.936381755	0.02760435221
493	0.9364116743	0.02759786036
494	0.9364529798	0.02758889543
495	0.9365011761	0.02757843127
496	0.9365041664	0.02757778188
497	0.9365242177	0.02757342716
498	0.936587782	0.02755961775
499	0.9365955357	0.02755793279
500	0.9366451773	0.02754714263
501	0.9367141616	0.02753214111
502	0.9367965489	0.02751421421
503	0.9368548672	0.02750151751
504	0.9368797591	0.02749609639
505	0.9369116327	0.02748915322
506	0.9369697	0.02747649964
507	0.9370069048	0.02746838918
508	0.9370218345	0.02746513392
509	0.9370701208	0.02745460293
510	0.9370959435	0.02744896948
511	0.9370984917	0.02744841349
512	0.9371230763	0.02744304897
513	0.9371350151	0.02744044346
514	0.9371637497	0.02743417144
515	0.9371666644	0.02743353516
516	0.9372187802	0.02742215573
517	0.9372595908	0.02741324146
518	0.9372783167	0.02740915018
519	0.9373422372	0.02739518012
520	0.9373902633	0.02738467913
521	0.9374434712	0.02737304043
522	0.9374437291	0.027372984
523	0.9374843935	0.02736408572
524	0.9375348401	0.02735304285
525	0.9375941168	0.02734006134
526	0.9376279191	0.02733265594
527	0.9376670167	0.02732408794
528	0.937710605	0.02731453264
529	0.9377375802	0.02730861756
530	0.9377900717	0.02729710361
531	0.9378626415	0.02728117752
532	0.9379381522	0.02726459613
533	0.9379608661	0.02725960641
534	0.9379765106	0.02725616915
535	0.9380083824	0.02724916523
536	0.9380890511	0.02723143
537	0.9381038521	0.02722817471
538	0.9381343368	0.02722146877
539	0.9381560757	0.02721668569
540	0.9382422733	0.02719771186
541	0.9382828383	0.02718877812
542	0.9383020515	0.0271845457
543	0.9383297638	0.0271784399
544	0.9383525122	0.02717342676
545	0.9383945865	0.02716415228
546	0.938448899	0.02715217541
547	0.9384850888	0.027144192
548	0.9385259964	0.02713516502
549	0.9385763851	0.02712404174
550	0.9386415352	0.0271096531
551	0.9386646606	0.02710454394
552	0.9387525613	0.02708511499
553	0.9387716386	0.02708089644
554	0.9387953187	0.02707565915
555	0.9388611319	0.02706109806
556	0.9389405952	0.02704350643
557	0.9389756211	0.02703574875
558	0.9389988663	0.02703059908
559	0.9390213484	0.02702561752
560	0.939035422	0.02702249864
561	0.9390795214	0.02701272337
562	0.9391560253	0.02699575675
563	0.9392078992	0.02698424639
564	0.9392448038	0.02697605459
565	0.9393002666	0.02696373869
566	0.9393309967	0.02695691243
567	0.9393468537	0.02695338935
568	0.939375296	0.02694706894
569	0.93938762	0.02694432985
570	0.9394122262	0.02693886015
571	0.9394452025	0.02693152808
572	0.9394867746	0.02692228198
573	0.9395511688	0.0269079537
574	0.9395741698	0.02690283394
575	0.9396026964	0.02689648286
576	0.9396028467	0.02689644939
577	0.9396175954	0.0268931652
578	0.9396467482	0.02688667239
579	0.9396702315	0.02688144109
580	0.9397019523	0.02687437318
581	0.9397320287	0.02686766993
582	0.9397996375	0.02685259558
583	0.9398391055	0.02684379172
584	0.9399173475	0.02682633025
585	0.9399993529	0.02680801667
586	0.9400213113	0.02680311077
587	0.9400618407	0.02679405341
588	0.9400888749	0.02678801019
589	0.9401169172	0.0267817402
590	0.940147948	0.02677480029
591	0.940194162	0.02676446138
592	0.9402334502	0.02675566876
593	0.9402575394	0.02675027622
594	0.9402808246	0.02674506262
595	0.9403180229	0.02673673174
596	0.9403371803	0.02673244028
597	0.9403619193	0.02672689744
598	0.9404274208	0.0267122161
599	0.9404643279	0.0267039403
600	0.9404914744	0.02669785149
601	0.9405343546	0.02668823088
602	0.9405961498	0.02667436041
603	0.9406133678	0.0266704944
604	0.9406766752	0.02665627496
605	0.9407243211	0.02664556824
606	0.9407701431	0.02663526731
607	0.9408393879	0.02661969329
608	0.9408504213	0.0266172109
609	0.9409147654	0.0266027296
610	0.9409578711	0.02659302379
611	0.9409736072	0.02658947972
612	0.9410062038	0.02658213686
613	0.9410321601	0.02657628836
614	0.9410462589	0.02657311107
615	0.9411102612	0.0265586828
616	0.9411368525	0.0265526859
617	0.9411844545	0.02654194729
618	0.9412054576	0.02653720779
619	0.9412290661	0.02653187937
620	0.941264072	0.02652397656
621	0.9412891943	0.02651830358
622	0.9413126334	0.0265130096
623	0.9413566338	0.02650306878
624	0.9414101439	0.02649097443
625	0.941425047	0.02648760505
626	0.9414560806	0.02648058742
627	0.9414562888	0.02648054033
628	0.9415166581	0.02646688367
629	0.9415400859	0.02646158197
630	0.9415623729	0.02645653744
631	0.9416135226	0.02644495636
632	0.9416344527	0.02644021601
633	0.9416762915	0.02643073761
634	0.9417137752	0.02642224294
635	0.9417415299	0.02641595132
636	0.9418035136	0.02640189505
637	0.9418495625	0.02639144752
638	0.941888667	0.02638257229
639	0.9419146208	0.0263766801
640	0.9419406356	0.02637077277
641	0.9419618355	0.02636595779
642	0.9420152195	0.02635382918
643	0.9420478083	0.02634642241
644	0.9420686882	0.02634167574
645	0.9421166827	0.0263307618
646	0.9421455236	0.02632420121
647	0.9421733313	0.0263178741
648	0.9422205734	0.02630712156
649	0.9422630646	0.02629744662
650	0.9423034453	0.0262882489
651	0.9423509749	0.02627741874
652	0.9423955797	0.02626725095
653	0.9424153951	0.02626273272
654	0.9424780391	0.02624844372
655	0.9425323253	0.02623605485
656	0.9425577804	0.02623024362
657	0.9426040382	0.02621967999
658	0.9426430775	0.02621076148
659	0.9426701171	0.02620458253
660	0.9426991842	0.02619793863
661	0.9427285836	0.02619121706
662	0.9427752043	0.02618055465
663	0.9427916083	0.02617680196
664	0.9428152692	0.02617138815
665	0.9428365639	0.02616651476
666	0.9428774705	0.02615715062
667	0.9428936614	0.02615344334
668	0.9429243201	0.02614642191
669	0.9429314816	0.0261447815
670	0.9429849619	0.02613252817
671	0.9430221277	0.02612400942
672	0.9430647386	0.02611423917
673	0.943107215	0.02610449613
674	0.9431782743	0.02608818873
675	0.9432047331	0.02608211408
676	0.9432240872	0.02607766971
677	0.9432772206	0.02606546454
678	0.9433075409	0.02605849715
679	0.9433308557	0.02605313831
680	0.9433649003	0.02604531131
681	0.9433856331	0.02604054357
682	0.943418546	0.02603297311
683	0.9434416342	0.02602766115
684	0.943450426	0.02602563812
685	0.9434858071	0.02601749518
686	0.9435277063	0.02600784879
687	0.9435737484	0.02599724449
688	0.9436201285	0.02598655795
689	0.9436416738	0.02598159216
690	0.9436671394	0.02597572157
691	0.9436977153	0.02596867117
692	0.9437312676	0.02596093224
693	0.9437851436	0.02594850078
694	0.9438227424	0.02593982162
695	0.9438656033	0.02592992423
696	0.9438949073	0.02592315521
697	0.9439178466	0.02591785516
698	0.9439309327	0.02591483117
699	0.9439819083	0.02590304815
700	0.9440187332	0.02589453275
701	0.9440422894	0.02588908412
702	0.944074044	0.02588173739
703	0.9440993827	0.02587587352
704	0.9441151554	0.02587222274
705	0.9441572524	0.02586247638
706	0.9441958053	0.02585354734
707	0.9442238807	0.02584704298
708	0.9442414435	0.02584297329
709	0.9442793102	0.02583419658
710	0.9443056406	0.02582809199
711	0.9443504051	0.02581771019
712	0.9443710462	0.02581292171
713	0.9443953304	0.02580728692
714	0.944411725	0.0258034821
715	0.9444495662	0.02579469787
716	0.9445032644	0.02578222753
717	0.9445501357	0.0257713377
718	0.9446058672	0.02575838333
719	0.9446226639	0.02575447778
720	0.9446582406	0.02574620358
721	0.9446752724	0.02574224147
722	0.9447029786	0.02573579492
723	0.9447430418	0.02572647032
724	0.9447664352	0.02572102401
725	0.9447979702	0.02571368038
726	0.9448316001	0.02570584662
727	0.9448589223	0.0256994804
728	0.944885078	0.02569338452
729	0.9449259436	0.02568385742
730	0.9449612943	0.02567561319
731	0.9449763128	0.02567210986
732	0.9449923389	0.02566837098
733	0.9450378348	0.02565775385
734	0.9450734766	0.02564943326
735	0.9450911938	0.02564529614
736	0.9451171102	0.02563924328
737	0.9451340972	0.02563527513
738	0.945168364	0.02562726854
739	0.9451800956	0.02562452684
740	0.9452123016	0.02561699869
741	0.9452410459	0.02561027783
742	0.9452560421	0.0256067708
743	0.9452835718	0.02560033143
744	0.9453186071	0.02559213408
745	0.9453438367	0.02558622937
746	0.9453579485	0.02558292608
747	0.9453866767	0.02557620005
748	0.9454134088	0.02556993978
749	0.9454590039	0.02555925851
750	0.9454805393	0.02555421201
751	0.9455027149	0.02554901444
752	0.9455170283	0.02554565905
753	0.9455664187	0.02553407749
754	0.9455939532	0.02552761863
755	0.9456120262	0.02552337831
756	0.9456402321	0.02551675918
757	0.9456684603	0.02551013307
758	0.9457156584	0.02549905028
759	0.945743164	0.02549258934
760	0.945781604	0.02548355722
761	0.9458053146	0.02547798441
762	0.9458235406	0.02547369987
763	0.9458455938	0.02546851465
764	0.9458794552	0.02546055098
765	0.9458969846	0.02545642736
766	0.945918232	0.02545142824
767	0.9459460164	0.02544488957
768	0.94596234	0.02544104727
769	0.9459880793	0.02543498751
770	0.9460037215	0.02543130416
771	0.9460158542	0.02542844687
772	0.9460360918	0.0254236801
773	0.9460638733	0.025417135
774	0.9460843971	0.02541229866
775	0.9461055348	0.0254073167
776	0.9461419671	0.02539872766
777	0.9461719705	0.02539165209
778	0.9461963147	0.02538590964
779	0.9462122878	0.02538214111
780	0.9462243349	0.02537929847
781	0.9462391995	0.02537579056
782	0.9462695374	0.02536862962
783	0.9462832994	0.02536538058
784	0.946294178	0.02536281196
785	0.9463158103	0.02535770348
786	0.9463427001	0.02535135199
787	0.9463690747	0.02534512065
788	0.9464063437	0.02533631274
789	0.9464507124	0.02532582296
790	0.9464659605	0.02532221696
791	0.9465001579	0.02531412778
792	0.946529777	0.02530711947
793	0.9465661179	0.02529851806
794	0.9466095989	0.02528822284
795	0.9466415544	0.02528065388
796	0.946671743	0.02527350136
797	0.9466897784	0.0252692273
798	0.9467114489	0.02526409081
799	0.9467297417	0.02525975415
800	0.9467520014	0.02525447602
801	0.9467993475	0.02524324587
802	0.9468147142	0.02523959993
803	0.9468257228	0.02523698767
804	0.946849138	0.02523143053
805	0.9468704368	0.02522637461
806	0.9468904581	0.02522162102
807	0.9469053633	0.02521808154
808	0.9469406439	0.02520970163
809	0.9469593795	0.02520525039
810	0.947012285	0.02519267673
811	0.947036819	0.02518684377
812	0.9470478339	0.02518422455
813	0.9470715985	0.02517857265
814	0.9470814378	0.02517623223
815	0.9471005743	0.02517167967
816	0.9471243111	0.02516603157
817	0.947142757	0.02516164157
818	0.9471586469	0.02515785923
819	0.9471897969	0.02515044286
820	0.947214513	0.02514455674
821	0.9472479733	0.02513658601
822	0.9472584337	0.02513409368
823	0.9472834692	0.02512812762
824	0.9473088922	0.02512206776
825	0.9473272731	0.02511768555
826	0.9473712644	0.02510719444
827	0.9474036054	0.02509947892
828	0.9474226607	0.02509493183
829	0.9474559302	0.02508699087
830	0.9474683952	0.02508401501
831	0.9475038246	0.02507555477
832	0.947533425	0.02506848422
833	0.9475633853	0.02506132571
834	0.9475870044	0.02505568087
835	0.9476064436	0.02505103404
836	0.9476224348	0.0250472108
837	0.9476519546	0.02504015156
838	0.9476773204	0.02503408409
839	0.9476902445	0.02503099208
840	0.9477065868	0.02502708177
841	0.9477409129	0.02501886636
842	0.9477685014	0.02501226154
843	0.9477891667	0.02500731302
844	0.9478158501	0.02500092195
845	0.9478295268	0.02499764556
846	0.9478618998	0.02498988853
847	0.9478851599	0.0249843136
848	0.9478978287	0.02498127665
849	0.9479096894	0.02497843308
850	0.9479337628	0.02497266055
851	0.9479612142	0.0249660764
852	0.9479998704	0.02495680186
853	0.9480144971	0.02495329166
854	0.9480423234	0.02494661238
855	0.9480685712	0.02494031036
856	0.9480954957	0.02493384423
857	0.9481283735	0.02492594606
858	0.9481375426	0.02492374293
859	0.9481485654	0.02492109417
860	0.9481814969	0.02491317905
861	0.9481888619	0.02491140854
862	0.948201172	0.02490844895
863	0.9482199312	0.02490393817
864	0.9482378964	0.02489961755
865	0.9482667068	0.02489268711
866	0.9482832095	0.02488871648
867	0.948296848	0.02488543449
868	0.9483066345	0.02488307919
869	0.9483254567	0.02487854865
870	0.9483532642	0.02487185384
871	0.948394333	0.02486196299
872	0.9484142533	0.02485716405
873	0.9484459993	0.02484951429
874	0.9484549911	0.02484734712
875	0.9484932439	0.02483812551
876	0.9485048503	0.02483532688
877	0.9485204337	0.02483156878
